year,exporter,importer,product,value,quantity,exporter_name,ISO3_exp,importer_name,ISO3_imp,exporter_continent,importer_continent
2021,4,251,220421,0.318,        0.001,Afghanistan,AFG,France,FRA,Asia,Europe
2021,4,352,220410,0.028,        0.003,Afghanistan,AFG,Iceland,ISL,Asia,Europe
2021,4,686,220410,1.22,        1.221,Afghanistan,AFG,Senegal,SEN,Asia,Africa
2021,4,686,220421,10.727,       10.328,Afghanistan,AFG,Senegal,SEN,Asia,Africa
2021,4,710,220429,0.002,        0.001,Afghanistan,AFG,South Africa,ZAF,Asia,Africa
2021,4,757,220410,0.013,        0.001,Afghanistan,AFG,Switzerland,CHE,Asia,Europe
2021,8,36,220421,1.459,        0.027,Albania,ALB,Australia,AUS,Europe,Oceania
2021,8,40,220410,0.141,        0.029,Albania,ALB,Austria,AUT,Europe,Europe
2021,8,56,220410,0.171,        0.004,Albania,ALB,Belgium,BEL,Europe,Europe
2021,8,56,220421,0.94,        0.036,Albania,ALB,Belgium,BEL,Europe,Europe
2021,8,70,220421,0.287,        0.045,Albania,ALB,Bosnia Herzegovina,BIH,Europe,Europe
2021,8,156,220421,0.636,        0.043,Albania,ALB,China,CHN,Europe,Asia
2021,8,191,220421,0.013,        0.003,Albania,ALB,Croatia,HRV,Europe,Europe
2021,8,203,220421,0.015,        0.002,Albania,ALB,Czechia,CZE,Europe,Europe
2021,8,251,220421,0.563,        0.010,Albania,ALB,France,FRA,Europe,Europe
2021,8,300,220410,19.163,        0.126,Albania,ALB,Greece,GRC,Europe,Europe
2021,8,348,220421,0.006,        0.001,Albania,ALB,Hungary,HUN,Europe,Europe
2021,8,380,220410,73.519,        1.530,Albania,ALB,Italy,ITA,Europe,Europe
2021,8,380,220421,1.978,        0.077,Albania,ALB,Italy,ITA,Europe,Europe
2021,8,404,220421,1.425,        0.079,Albania,ALB,Kenya,KEN,Europe,Africa
2021,8,428,220421,0.624,        0.090,Albania,ALB,Latvia,LVA,Europe,Europe
2021,8,499,220429,20.654,        5.872,Albania,ALB,Montenegro,MNE,Europe,Europe
2021,8,757,220421,23.284,        2.277,Albania,ALB,Switzerland,CHE,Europe,Europe
2021,8,826,220421,1101.882,       14.297,Albania,ALB,United Kingdom,GBR,Europe,Europe
2021,12,124,220421,0.028,        0.006,Algeria,DZA,Canada,CAN,Africa,North America
2021,12,156,220421,50.958,        8.694,Algeria,DZA,China,CHN,Africa,Asia
2021,12,251,220421,321.692,       91.570,Algeria,DZA,France,FRA,Africa,Europe
2021,12,757,220410,0.059,        0.001,Algeria,DZA,Switzerland,CHE,Africa,Europe
2021,24,40,220421,1.103,        1.440,Angola,AGO,Austria,AUT,Africa,Europe
2021,24,44,220421,2.27,        0.162,Angola,AGO,Bahamas,BHS,Africa,North America
2021,24,56,220410,0.384,        0.800,Angola,AGO,Belgium,BEL,Africa,Europe
2021,24,76,220410,0.015,        0.010,Angola,AGO,Brazil,BRA,Africa,South America
2021,24,76,220421,0.592,        0.769,Angola,AGO,Brazil,BRA,Africa,South America
2021,24,76,220429,0.353,        0.278,Angola,AGO,Brazil,BRA,Africa,South America
2021,24,124,220421,2.926,        3.000,Angola,AGO,Canada,CAN,Africa,North America
2021,24,124,220429,0.056,        0.019,Angola,AGO,Canada,CAN,Africa,North America
2021,24,156,220410,1.075,        3.611,Angola,AGO,China,CHN,Africa,Asia
2021,24,178,220410,130.186,      176.687,Angola,AGO,Congo,COG,Africa,Africa
2021,24,178,220421,104.612,      132.075,Angola,AGO,Congo,COG,Africa,Africa
2021,24,178,220429,5.031,        3.050,Angola,AGO,Congo,COG,Africa,Africa
2021,24,180,220410,178.31,      677.297,Angola,AGO,Dem. Rep. of the Congo,COD,Africa,Africa
2021,24,180,220421,186.504,      276.042,Angola,AGO,Dem. Rep. of the Congo,COD,Africa,Africa
2021,24,180,220422,0.525,        4.703,Angola,AGO,Dem. Rep. of the Congo,COD,Africa,Africa
2021,24,180,220429,75.743,       51.798,Angola,AGO,Dem. Rep. of the Congo,COD,Africa,Africa
2021,24,192,220410,4.939,        3.545,Angola,AGO,Cuba,CUB,Africa,North America
2021,24,192,220421,12.968,       15.445,Angola,AGO,Cuba,CUB,Africa,North America
2021,24,192,220429,0.241,        0.120,Angola,AGO,Cuba,CUB,Africa,North America
2021,24,208,220410,0.02,        0.054,Angola,AGO,Denmark,DNK,Africa,Europe
2021,24,231,220410,0.092,        0.719,Angola,AGO,Ethiopia,ETH,Africa,Africa
2021,24,251,220410,0.944,        0.800,Angola,AGO,France,FRA,Africa,Europe
2021,24,251,220421,1.16,        4.167,Angola,AGO,France,FRA,Africa,Europe
2021,24,251,220422,0.011,        0.800,Angola,AGO,France,FRA,Africa,Europe
2021,24,251,220429,0.085,        0.060,Angola,AGO,France,FRA,Africa,Europe
2021,24,266,220410,0.537,        0.800,Angola,AGO,Gabon,GAB,Africa,Africa
2021,24,276,220410,0.8,        6.293,Angola,AGO,Germany,DEU,Africa,Europe
2021,24,276,220429,0.051,        0.431,Angola,AGO,Germany,DEU,Africa,Europe
2021,24,288,220410,0.578,        0.800,Angola,AGO,Ghana,GHA,Africa,Africa
2021,24,324,220421,0.309,        0.800,Angola,AGO,Guinea,GIN,Africa,Africa
2021,24,352,220421,0.06,        0.031,Angola,AGO,Iceland,ISL,Africa,Europe
2021,24,360,220410,1.833,        0.006,Angola,AGO,Indonesia,IDN,Africa,Asia
2021,24,360,220421,0.05,        0.066,Angola,AGO,Indonesia,IDN,Africa,Asia
2021,24,376,220421,0.1,        0.054,Angola,AGO,Israel,ISR,Africa,Asia
2021,24,380,220421,0.015,        0.053,Angola,AGO,Italy,ITA,Africa,Europe
2021,24,422,220421,1.1,        0.015,Angola,AGO,Lebanon,LBN,Africa,Asia
2021,24,458,220410,0.241,        0.010,Angola,AGO,Malaysia,MYS,Africa,Asia
2021,24,508,220410,2.695,        0.180,Angola,AGO,Mozambique,MOZ,Africa,Africa
2021,24,508,220421,1.155,        0.997,Angola,AGO,Mozambique,MOZ,Africa,Africa
2021,24,516,220410,0.538,        3.943,Angola,AGO,Namibia,NAM,Africa,Africa
2021,24,528,220410,2.468,        4.798,Angola,AGO,Netherlands,NLD,Africa,Europe
2021,24,528,220421,3.475,        2.917,Angola,AGO,Netherlands,NLD,Africa,Europe
2021,24,579,220429,0.613,        0.370,Angola,AGO,Norway,NOR,Africa,Europe
2021,24,586,220429,0.06,        0.010,Angola,AGO,Pakistan,PAK,Africa,Asia
2021,24,604,220410,2.15,        4.850,Angola,AGO,Peru,PER,Africa,South America
2021,24,604,220421,0.488,        0.800,Angola,AGO,Peru,PER,Africa,South America
2021,24,620,220410,11.789,       15.137,Angola,AGO,Portugal,PRT,Africa,Europe
2021,24,620,220421,3.608,        0.045,Angola,AGO,Portugal,PRT,Africa,Europe
2021,24,620,220429,0.168,        2.029,Angola,AGO,Portugal,PRT,Africa,Europe
2021,24,634,220410,0.015,        0.107,Angola,AGO,Qatar,QAT,Africa,Asia
2021,24,643,220421,1.932,        3.168,Angola,AGO,Russian Federation,RUS,Africa,Europe
2021,24,710,220410,0.43,        0.004,Angola,AGO,South Africa,ZAF,Africa,Africa
2021,24,710,220421,4.362,        4.392,Angola,AGO,South Africa,ZAF,Africa,Africa
2021,24,716,220421,0.113,        0.112,Angola,AGO,Zimbabwe,ZWE,Africa,Africa
2021,24,764,220410,0.019,        0.010,Angola,AGO,Thailand,THA,Africa,Asia
2021,24,826,220410,5.166,        4.357,Angola,AGO,United Kingdom,GBR,Africa,Europe
2021,24,842,220410,8.223,        3.963,Angola,AGO,USA,USA,Africa,North America
2021,24,842,220421,4.103,        5.601,Angola,AGO,USA,USA,Africa,North America
2021,24,842,220422,0.203,        0.950,Angola,AGO,USA,USA,Africa,North America
2021,24,842,220429,0.07,        0.018,Angola,AGO,USA,USA,Africa,North America
2021,24,862,220410,0.036,        0.026,Angola,AGO,Venezuela,VEN,Africa,South America
2021,31,100,220429,23.0,       45.604,Azerbaijan,AZE,Bulgaria,BGR,Asia,Europe
2021,31,112,220421,268.437,      137.177,Azerbaijan,AZE,Belarus,BLR,Asia,Europe
2021,31,156,220410,0.097,        0.022,Azerbaijan,AZE,China,CHN,Asia,Asia
2021,31,156,220421,381.025,      169.712,Azerbaijan,AZE,China,CHN,Asia,Asia
2021,31,203,220421,0.187,        0.011,Azerbaijan,AZE,Czechia,CZE,Asia,Europe
2021,31,204,220410,3.01,        3.775,Azerbaijan,AZE,Benin,BEN,Asia,Africa
2021,31,204,220421,26.744,       32.938,Azerbaijan,AZE,Benin,BEN,Asia,Africa
2021,31,233,220421,38.33,       19.463,Azerbaijan,AZE,Estonia,EST,Asia,Europe
2021,31,348,220410,0.03,        0.007,Azerbaijan,AZE,Hungary,HUN,Asia,Europe
2021,31,348,220421,0.007,        0.075,Azerbaijan,AZE,Hungary,HUN,Asia,Europe
2021,31,392,220410,0.015,        0.002,Azerbaijan,AZE,Japan,JPN,Asia,Asia
2021,31,392,220421,151.166,       28.490,Azerbaijan,AZE,Japan,JPN,Asia,Asia
2021,31,392,220429,0.034,        0.004,Azerbaijan,AZE,Japan,JPN,Asia,Asia
2021,31,398,220421,68.052,       45.159,Azerbaijan,AZE,Kazakhstan,KAZ,Asia,Asia
2021,31,417,220421,28.101,       20.050,Azerbaijan,AZE,Kyrgyzstan,KGZ,Asia,Asia
2021,31,428,220421,48.17,       33.450,Azerbaijan,AZE,Latvia,LVA,Asia,Europe
2021,31,499,220421,0.053,        0.014,Azerbaijan,AZE,Montenegro,MNE,Asia,Europe
2021,31,528,220421,169.241,       17.098,Azerbaijan,AZE,Netherlands,NLD,Asia,Europe
2021,31,616,220410,8.149,        4.233,Azerbaijan,AZE,Poland,POL,Asia,Europe
2021,31,616,220421,79.002,       32.684,Azerbaijan,AZE,Poland,POL,Asia,Europe
2021,31,643,220410,3.471,        0.920,Azerbaijan,AZE,Russian Federation,RUS,Asia,Europe
2021,31,643,220421,2172.956,     1708.583,Azerbaijan,AZE,Russian Federation,RUS,Asia,Europe
2021,31,643,220429,424.174,     1143.277,Azerbaijan,AZE,Russian Federation,RUS,Asia,Europe
2021,31,764,220421,0.234,        0.012,Azerbaijan,AZE,Thailand,THA,Asia,Asia
2021,31,784,220421,1.75,        0.642,Azerbaijan,AZE,United Arab Emirates,ARE,Asia,Asia
2021,31,792,220410,0.11,        0.026,Azerbaijan,AZE,Turkey,TUR,Asia,Asia
2021,31,792,220421,67.493,       16.800,Azerbaijan,AZE,Turkey,TUR,Asia,Asia
2021,31,804,220421,104.161,       92.839,Azerbaijan,AZE,Ukraine,UKR,Asia,Europe
2021,31,826,220421,0.082,        0.009,Azerbaijan,AZE,United Kingdom,GBR,Asia,Europe
2021,32,24,220421,70.852,       19.740,Argentina,ARG,Angola,AGO,South America,Africa
2021,32,24,220429,16.494,       23.928,Argentina,ARG,Angola,AGO,South America,Africa
2021,32,31,220410,0.296,        0.022,Argentina,ARG,Azerbaijan,AZE,South America,Asia
2021,32,31,220421,11.423,        1.274,Argentina,ARG,Azerbaijan,AZE,South America,Asia
2021,32,36,220410,9.16,        1.359,Argentina,ARG,Australia,AUS,South America,Oceania
2021,32,36,220421,4168.972,      922.015,Argentina,ARG,Australia,AUS,South America,Oceania
2021,32,36,220429,241.2,      301.950,Argentina,ARG,Australia,AUS,South America,Oceania
2021,32,40,220410,10.076,        1.845,Argentina,ARG,Austria,AUT,South America,Europe
2021,32,40,220421,147.274,       20.411,Argentina,ARG,Austria,AUT,South America,Europe
2021,32,40,220422,3.053,        0.180,Argentina,ARG,Austria,AUT,South America,Europe
2021,32,44,220421,48.216,       18.682,Argentina,ARG,Bahamas,BHS,South America,North America
2021,32,51,220421,4.315,        0.369,Argentina,ARG,Armenia,ARM,South America,Asia
2021,32,56,220410,33.062,        4.732,Argentina,ARG,Belgium,BEL,South America,Europe
2021,32,56,220421,6928.165,     1703.277,Argentina,ARG,Belgium,BEL,South America,Europe
2021,32,56,220422,255.358,       97.607,Argentina,ARG,Belgium,BEL,South America,Europe
2021,32,56,220429,56.512,       97.175,Argentina,ARG,Belgium,BEL,South America,Europe
2021,32,68,220410,52.377,        9.550,Argentina,ARG,Bolivia (Plurinational State of),BOL,South America,South America
2021,32,68,220421,753.99,      146.970,Argentina,ARG,Bolivia (Plurinational State of),BOL,South America,South America
2021,32,70,220421,3.904,        0.553,Argentina,ARG,Bosnia Herzegovina,BIH,South America,Europe
2021,32,72,220421,0.048,        0.011,Argentina,ARG,Botswana,BWA,South America,Africa
2021,32,76,220410,2441.946,      818.826,Argentina,ARG,Brazil,BRA,South America,South America
2021,32,76,220421,81331.474,    27256.399,Argentina,ARG,Brazil,BRA,South America,South America
2021,32,76,220422,148.299,      115.789,Argentina,ARG,Brazil,BRA,South America,South America
2021,32,84,220421,17.191,       12.501,Argentina,ARG,Belize,BLZ,South America,North America
2021,32,96,220421,0.178,        0.009,Argentina,ARG,Brunei Darussalam,BRN,South America,Asia
2021,32,100,220421,101.119,       36.169,Argentina,ARG,Bulgaria,BGR,South America,Europe
2021,32,112,220410,19.657,        1.504,Argentina,ARG,Belarus,BLR,South America,Europe
2021,32,112,220421,495.434,      148.360,Argentina,ARG,Belarus,BLR,South America,Europe
2021,32,116,220421,40.937,       10.358,Argentina,ARG,Cambodia,KHM,South America,Asia
2021,32,124,220410,38.304,        8.201,Argentina,ARG,Canada,CAN,South America,North America
2021,32,124,220421,65322.337,    14441.349,Argentina,ARG,Canada,CAN,South America,North America
2021,32,124,220422,380.712,      172.750,Argentina,ARG,Canada,CAN,South America,North America
2021,32,124,220429,6197.462,    15189.719,Argentina,ARG,Canada,CAN,South America,North America
2021,32,144,220410,7.41,        1.575,Argentina,ARG,Sri Lanka,LKA,South America,Asia
2021,32,144,220421,81.432,       22.907,Argentina,ARG,Sri Lanka,LKA,South America,Asia
2021,32,152,220410,1874.65,      487.347,Argentina,ARG,Chile,CHL,South America,South America
2021,32,152,220421,2482.086,      956.144,Argentina,ARG,Chile,CHL,South America,South America
2021,32,152,220429,26.224,       18.675,Argentina,ARG,Chile,CHL,South America,South America
2021,32,156,220410,29.93,        5.981,Argentina,ARG,China,CHN,South America,Asia
2021,32,156,220421,23997.552,     5360.443,Argentina,ARG,China,CHN,South America,Asia
2021,32,156,220422,3.656,        0.192,Argentina,ARG,China,CHN,South America,Asia
2021,32,156,220429,1335.367,     4879.120,Argentina,ARG,China,CHN,South America,Asia
2021,32,170,220410,62.374,       20.816,Argentina,ARG,Colombia,COL,South America,South America
2021,32,170,220421,10797.106,     3716.658,Argentina,ARG,Colombia,COL,South America,South America
2021,32,170,220429,54.049,       71.530,Argentina,ARG,Colombia,COL,South America,South America
2021,32,188,220410,49.219,        7.677,Argentina,ARG,Costa Rica,CRI,South America,North America
2021,32,188,220421,4605.206,     1305.422,Argentina,ARG,Costa Rica,CRI,South America,North America
2021,32,188,220422,0.327,        0.022,Argentina,ARG,Costa Rica,CRI,South America,North America
2021,32,188,220429,4.037,        0.742,Argentina,ARG,Costa Rica,CRI,South America,North America
2021,32,191,220421,99.831,       23.796,Argentina,ARG,Croatia,HRV,South America,Europe
2021,32,196,220421,84.352,       16.412,Argentina,ARG,Cyprus,CYP,South America,Asia
2021,32,196,220422,0.029,        0.010,Argentina,ARG,Cyprus,CYP,South America,Asia
2021,32,196,220429,0.011,        0.004,Argentina,ARG,Cyprus,CYP,South America,Asia
2021,32,203,220410,118.813,       15.809,Argentina,ARG,Czechia,CZE,South America,Europe
2021,32,203,220421,622.178,      195.923,Argentina,ARG,Czechia,CZE,South America,Europe
2021,32,203,220422,16.795,        5.988,Argentina,ARG,Czechia,CZE,South America,Europe
2021,32,203,220429,3259.446,     6317.360,Argentina,ARG,Czechia,CZE,South America,Europe
2021,32,204,220410,5.688,        2.732,Argentina,ARG,Benin,BEN,South America,Africa
2021,32,208,220410,11.327,        3.519,Argentina,ARG,Denmark,DNK,South America,Europe
2021,32,208,220421,7906.008,     1643.400,Argentina,ARG,Denmark,DNK,South America,Europe
2021,32,208,220429,2129.294,     2832.659,Argentina,ARG,Denmark,DNK,South America,Europe
2021,32,214,220410,101.527,       45.489,Argentina,ARG,Dominican Rep.,DOM,South America,North America
2021,32,214,220421,1324.957,      384.243,Argentina,ARG,Dominican Rep.,DOM,South America,North America
2021,32,218,220410,876.068,      129.380,Argentina,ARG,Ecuador,ECU,South America,South America
2021,32,218,220421,5051.947,     3032.604,Argentina,ARG,Ecuador,ECU,South America,South America
2021,32,218,220429,44.774,       37.389,Argentina,ARG,Ecuador,ECU,South America,South America
2021,32,222,220410,64.083,       13.279,Argentina,ARG,El Salvador,SLV,South America,North America
2021,32,222,220421,99.216,       31.404,Argentina,ARG,El Salvador,SLV,South America,North America
2021,32,231,220410,0.317,        0.076,Argentina,ARG,Ethiopia,ETH,South America,Africa
2021,32,233,220410,38.396,        2.963,Argentina,ARG,Estonia,EST,South America,Europe
2021,32,233,220421,80.093,       26.679,Argentina,ARG,Estonia,EST,South America,Europe
2021,32,233,220422,25.799,       10.512,Argentina,ARG,Estonia,EST,South America,Europe
2021,32,242,220421,0.089,        0.027,Argentina,ARG,Fiji,FJI,South America,Oceania
2021,32,246,220410,50.376,        0.370,Argentina,ARG,Finland,FIN,South America,Europe
2021,32,246,220421,3094.616,      671.831,Argentina,ARG,Finland,FIN,South America,Europe
2021,32,246,220422,469.678,      200.545,Argentina,ARG,Finland,FIN,South America,Europe
2021,32,246,220429,214.08,      167.423,Argentina,ARG,Finland,FIN,South America,Europe
2021,32,251,220410,6554.95,      874.656,Argentina,ARG,France,FRA,South America,Europe
2021,32,251,220421,13388.783,     1531.208,Argentina,ARG,France,FRA,South America,Europe
2021,32,251,220422,166.455,        2.007,Argentina,ARG,France,FRA,South America,Europe
2021,32,251,220429,1890.897,     2483.800,Argentina,ARG,France,FRA,South America,Europe
2021,32,276,220410,902.876,      118.883,Argentina,ARG,Germany,DEU,South America,Europe
2021,32,276,220421,10397.951,     2335.760,Argentina,ARG,Germany,DEU,South America,Europe
2021,32,276,220422,210.803,      143.884,Argentina,ARG,Germany,DEU,South America,Europe
2021,32,276,220429,2614.944,     4748.492,Argentina,ARG,Germany,DEU,South America,Europe
2021,32,300,220421,158.688,       16.619,Argentina,ARG,Greece,GRC,South America,Europe
2021,32,320,220410,21.235,        7.339,Argentina,ARG,Guatemala,GTM,South America,North America
2021,32,320,220421,2040.473,      492.114,Argentina,ARG,Guatemala,GTM,South America,North America
2021,32,320,220422,13.064,        8.317,Argentina,ARG,Guatemala,GTM,South America,North America
2021,32,320,220429,0.531,        0.044,Argentina,ARG,Guatemala,GTM,South America,North America
2021,32,328,220421,7.14,        4.750,Argentina,ARG,Guyana,GUY,South America,South America
2021,32,340,220410,0.521,        0.015,Argentina,ARG,Honduras,HND,South America,North America
2021,32,340,220421,412.176,      117.483,Argentina,ARG,Honduras,HND,South America,North America
2021,32,340,220429,31.547,       17.268,Argentina,ARG,Honduras,HND,South America,North America
2021,32,348,220421,293.889,       60.775,Argentina,ARG,Hungary,HUN,South America,Europe
2021,32,352,220410,16.828,        2.035,Argentina,ARG,Iceland,ISL,South America,Europe
2021,32,352,220421,369.38,       63.553,Argentina,ARG,Iceland,ISL,South America,Europe
2021,32,352,220429,95.516,       42.617,Argentina,ARG,Iceland,ISL,South America,Europe
2021,32,360,220421,445.22,       74.217,Argentina,ARG,Indonesia,IDN,South America,Asia
2021,32,360,220429,43.348,        6.184,Argentina,ARG,Indonesia,IDN,South America,Asia
2021,32,372,220410,2.438,        0.137,Argentina,ARG,Ireland,IRL,South America,Europe
2021,32,372,220421,8593.516,     2495.248,Argentina,ARG,Ireland,IRL,South America,Europe
2021,32,372,220422,0.032,        0.013,Argentina,ARG,Ireland,IRL,South America,Europe
2021,32,372,220429,4.013,        0.899,Argentina,ARG,Ireland,IRL,South America,Europe
2021,32,376,220421,2087.394,      638.792,Argentina,ARG,Israel,ISR,South America,Asia
2021,32,376,220429,0.922,        9.000,Argentina,ARG,Israel,ISR,South America,Asia
2021,32,380,220410,7.082,        0.464,Argentina,ARG,Italy,ITA,South America,Europe
2021,32,380,220421,731.004,      141.472,Argentina,ARG,Italy,ITA,South America,Europe
2021,32,388,220410,99.26,       85.506,Argentina,ARG,Jamaica,JAM,South America,North America
2021,32,388,220421,44.672,       14.980,Argentina,ARG,Jamaica,JAM,South America,North America
2021,32,388,220429,82.473,       60.175,Argentina,ARG,Jamaica,JAM,South America,North America
2021,32,392,220410,251.865,       60.380,Argentina,ARG,Japan,JPN,South America,Asia
2021,32,392,220421,6222.801,     1367.743,Argentina,ARG,Japan,JPN,South America,Asia
2021,32,392,220429,241.507,      219.718,Argentina,ARG,Japan,JPN,South America,Asia
2021,32,400,220421,46.736,       11.930,Argentina,ARG,Jordan,JOR,South America,Asia
2021,32,400,220429,42.814,       41.580,Argentina,ARG,Jordan,JOR,South America,Asia
2021,32,404,220410,10.08,        2.615,Argentina,ARG,Kenya,KEN,South America,Africa
2021,32,404,220421,866.519,      217.707,Argentina,ARG,Kenya,KEN,South America,Africa
2021,32,404,220429,0.132,        0.024,Argentina,ARG,Kenya,KEN,South America,Africa
2021,32,410,220410,55.724,       11.279,Argentina,ARG,Rep. of Korea,KOR,South America,Asia
2021,32,410,220421,11710.694,     2221.824,Argentina,ARG,Rep. of Korea,KOR,South America,Asia
2021,32,410,220429,12.956,        2.479,Argentina,ARG,Rep. of Korea,KOR,South America,Asia
2021,32,417,220421,3.757,        1.010,Argentina,ARG,Kyrgyzstan,KGZ,South America,Asia
2021,32,418,220421,119.148,       26.555,Argentina,ARG,Lao People's Dem. Rep.,LAO,South America,Asia
2021,32,418,220422,44.949,       10.584,Argentina,ARG,Lao People's Dem. Rep.,LAO,South America,Asia
2021,32,422,220410,17.344,        1.350,Argentina,ARG,Lebanon,LBN,South America,Asia
2021,32,428,220410,0.672,        0.100,Argentina,ARG,Latvia,LVA,South America,Europe
2021,32,428,220421,869.48,      180.285,Argentina,ARG,Latvia,LVA,South America,Europe
2021,32,440,220410,1.272,        0.256,Argentina,ARG,Lithuania,LTU,South America,Europe
2021,32,440,220421,62.623,       36.316,Argentina,ARG,Lithuania,LTU,South America,Europe
2021,32,440,220422,12.227,        7.920,Argentina,ARG,Lithuania,LTU,South America,Europe
2021,32,442,220410,0.09,        0.029,Argentina,ARG,Luxembourg,LUX,South America,Europe
2021,32,442,220421,181.137,       61.984,Argentina,ARG,Luxembourg,LUX,South America,Europe
2021,32,450,220421,0.363,        0.180,Argentina,ARG,Madagascar,MDG,South America,Africa
2021,32,450,220429,14.625,       51.688,Argentina,ARG,Madagascar,MDG,South America,Africa
2021,32,458,220421,1360.899,      266.831,Argentina,ARG,Malaysia,MYS,South America,Asia
2021,32,484,220410,566.089,       88.064,Argentina,ARG,Mexico,MEX,South America,North America
2021,32,484,220421,22652.724,     6727.031,Argentina,ARG,Mexico,MEX,South America,North America
2021,32,484,220429,773.932,     2522.286,Argentina,ARG,Mexico,MEX,South America,North America
2021,32,496,220421,123.118,       37.031,Argentina,ARG,Mongolia,MNG,South America,Asia
2021,32,498,220421,3.763,        0.775,Argentina,ARG,Rep. of Moldova,MDA,South America,Europe
2021,32,499,220421,4.246,        0.790,Argentina,ARG,Montenegro,MNE,South America,Europe
2021,32,504,220421,20.998,        7.213,Argentina,ARG,Morocco,MAR,South America,Africa
2021,32,524,220410,0.609,        0.095,Argentina,ARG,Nepal,NPL,South America,Asia
2021,32,528,220410,443.306,       71.899,Argentina,ARG,Netherlands,NLD,South America,Europe
2021,32,528,220421,25414.185,     6477.116,Argentina,ARG,Netherlands,NLD,South America,Europe
2021,32,528,220422,3.612,        1.529,Argentina,ARG,Netherlands,NLD,South America,Europe
2021,32,528,220429,180.78,      167.213,Argentina,ARG,Netherlands,NLD,South America,Europe
2021,32,554,220421,928.632,      237.759,Argentina,ARG,New Zealand,NZL,South America,Oceania
2021,32,554,220429,106.867,       72.000,Argentina,ARG,New Zealand,NZL,South America,Oceania
2021,32,558,220410,22.764,        2.933,Argentina,ARG,Nicaragua,NIC,South America,North America
2021,32,558,220421,291.507,       96.345,Argentina,ARG,Nicaragua,NIC,South America,North America
2021,32,558,220429,0.916,        0.247,Argentina,ARG,Nicaragua,NIC,South America,North America
2021,32,579,220410,194.937,       28.150,Argentina,ARG,Norway,NOR,South America,Europe
2021,32,579,220421,2960.817,      660.287,Argentina,ARG,Norway,NOR,South America,Europe
2021,32,579,220422,913.335,      476.486,Argentina,ARG,Norway,NOR,South America,Europe
2021,32,591,220410,82.409,       10.448,Argentina,ARG,Panama,PAN,South America,North America
2021,32,591,220421,4375.658,      731.911,Argentina,ARG,Panama,PAN,South America,North America
2021,32,591,220429,80.961,       10.264,Argentina,ARG,Panama,PAN,South America,North America
2021,32,600,220410,700.722,      144.408,Argentina,ARG,Paraguay,PRY,South America,South America
2021,32,600,220421,16106.237,    12367.274,Argentina,ARG,Paraguay,PRY,South America,South America
2021,32,600,220429,0.28,        0.034,Argentina,ARG,Paraguay,PRY,South America,South America
2021,32,604,220410,313.931,       74.387,Argentina,ARG,Peru,PER,South America,South America
2021,32,604,220421,13157.297,     3344.095,Argentina,ARG,Peru,PER,South America,South America
2021,32,604,220422,23.875,        8.220,Argentina,ARG,Peru,PER,South America,South America
2021,32,604,220429,1848.118,     1867.099,Argentina,ARG,Peru,PER,South America,South America
2021,32,608,220410,200.035,       18.652,Argentina,ARG,Philippines,PHL,South America,Asia
2021,32,608,220421,185.675,       33.950,Argentina,ARG,Philippines,PHL,South America,Asia
2021,32,616,220410,89.197,       12.106,Argentina,ARG,Poland,POL,South America,Europe
2021,32,616,220421,3066.173,      947.987,Argentina,ARG,Poland,POL,South America,Europe
2021,32,616,220422,5.832,        3.492,Argentina,ARG,Poland,POL,South America,Europe
2021,32,616,220429,37.286,       47.893,Argentina,ARG,Poland,POL,South America,Europe
2021,32,620,220410,0.192,        0.003,Argentina,ARG,Portugal,PRT,South America,Europe
2021,32,620,220421,158.2,       27.045,Argentina,ARG,Portugal,PRT,South America,Europe
2021,32,634,220421,89.517,       19.415,Argentina,ARG,Qatar,QAT,South America,Asia
2021,32,642,220410,5.909,        0.535,Argentina,ARG,Romania,ROU,South America,Europe
2021,32,642,220421,172.956,       15.681,Argentina,ARG,Romania,ROU,South America,Europe
2021,32,642,220429,0.044,        0.015,Argentina,ARG,Romania,ROU,South America,Europe
2021,32,643,220410,346.511,      168.124,Argentina,ARG,Russian Federation,RUS,South America,Europe
2021,32,643,220421,9571.174,     3798.168,Argentina,ARG,Russian Federation,RUS,South America,Europe
2021,32,686,220421,4.669,        0.743,Argentina,ARG,Senegal,SEN,South America,Africa
2021,32,688,220421,62.423,       23.098,Argentina,ARG,Serbia,SRB,South America,Europe
2021,32,688,220429,7.039,        1.262,Argentina,ARG,Serbia,SRB,South America,Europe
2021,32,699,220421,225.886,       55.928,Argentina,ARG,India,IND,South America,Asia
2021,32,699,220429,49.173,       20.025,Argentina,ARG,India,IND,South America,Asia
2021,32,703,220410,0.911,        0.107,Argentina,ARG,Slovakia,SVK,South America,Europe
2021,32,703,220421,254.346,       62.695,Argentina,ARG,Slovakia,SVK,South America,Europe
2021,32,704,220421,166.426,       37.110,Argentina,ARG,Viet Nam,VNM,South America,Asia
2021,32,704,220422,30.047,       15.785,Argentina,ARG,Viet Nam,VNM,South America,Asia
2021,32,704,220429,39.896,       38.910,Argentina,ARG,Viet Nam,VNM,South America,Asia
2021,32,705,220421,15.103,        2.110,Argentina,ARG,Slovenia,SVN,South America,Europe
2021,32,705,220429,0.549,        0.012,Argentina,ARG,Slovenia,SVN,South America,Europe
2021,32,710,220410,0.213,        0.036,Argentina,ARG,South Africa,ZAF,South America,Africa
